Restaurant_id,Restaurant_name,Location_id,Cuisine,Top_Dishes,Price_for_two,Features,Dining_available,Delivery_available
R9039,Palmshore,L017,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Fish', ' Brownie', ' Faluda', ' Murgh Platter', ' Prawn', ' Barbeque Chicken', ' Biryani']",1000,"['Home Delivery', 'Valet Parking Available', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Indoor Seating', 'Table booking recommended', 'Bulk Orders Accepted']",YES,YES
R9040,Palmshore,L073,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Biryani', ' Faluda', ' Sea Food', ' Bbq Chicken', ' Mutton Mandi', ' Fish', ' Pepper Chicken']",1000,"['Home Delivery', 'Card Upon Delivery', 'Buffet', 'Table booking for Groups', 'Valet Parking Available', 'Table booking recommended', 'Catering Available', 'Outdoor Seating', 'Available for Functions', 'Indoor Seating', 'Bulk Orders Accepted']",YES,YES
R9041,Palmshore,L013,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']","['Fish', ' Faluda', ' Prawn', ' Brownie', ' Elaneer Payasam', ' Biryani', ' Shawarma']",1000,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Available for Functions', 'Catering Available', 'Indoor Seating', 'Bulk Orders Accepted', 'Buffet']",YES,YES
R9042,Palmshore,L085,"['North Indian', ' Chinese', ' Arabian', ' BBQ', ' Biryani', ' Beverages']",Invalid,1000,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table booking for Groups', 'Available for Functions', 'Catering Available', 'Outdoor Seating', 'Table booking recommended', 'Bulk Orders Accepted', 'Buffet']",YES,YES
R9043,A2B - Adyar Ananda Bhavan,L027,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Filtered Coffee', ' Pongal', ' Chaat', ' Paratha', ' Naan', ' Onion Uttapam', ' Thali']",600,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",YES,YES
R9044,A2B - Adyar Ananda Bhavan,L024,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Chaat', ' Pav Bhaji', ' Roti', ' Plain Dosa', ' Rava Dosa', ' Idiyappam', ' Vada Curry']",600,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",YES,YES
R9045,A2B - Adyar Ananda Bhavan,L024,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Chaat', ' Pav Bhaji', ' Coffee', ' Rasmalai', ' Paratha', ' Panneer Butter Masala', ' Kaju Katli']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",YES,YES
R9046,A2B - Adyar Ananda Bhavan,L010,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Rasmalai', ' Filtered Coffee', ' Bhel Puri', ' Paratha', ' Sandwich', ' Idli', ' Pongal']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R9047,A2B - Adyar Ananda Bhavan,L050,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Butter Naan', ' Panneer Butter Masala', ' Watermelon Juice', ' Vada', ' Paratha', ' Chaat', ' Coffee']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,YES
R9048,A2B - Adyar Ananda Bhavan,L033,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Noodle', ' Curd Rice']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,YES
R9049,A2B - Adyar Ananda Bhavan,L042,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Rasmalai', ' Paratha', ' Filtered Coffee', ' Pongal', ' Pav Bhaji', ' Naan', ' Chaat']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Desserts and Bakes', 'Free Parking', 'Pre-Ordering Required', 'Table Reservation Not Required', 'Indoor Seating']",YES,YES
R9050,A2B - Adyar Ananda Bhavan,L031,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Naan', ' Biryani', ' Pongal', ' Masala Dosa']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Pre-Ordering Required']",YES,YES
R9051,A2B - Adyar Ananda Bhavan,L089,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Naan', ' Coffee']",600,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9052,A2B - Adyar Ananda Bhavan,L008,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Coffee', ' Pav Bhaji', ' Chaat', ' Cheese Sandwich', ' Masala Dosa', ' Badam Milk', ' Naan']",300,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes', 'Pre-Ordering Required', 'Catering Available']",YES,YES
R9053,A2B - Adyar Ananda Bhavan,L007,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Filtered Coffee', ' Chaat', ' Pav Bhaji', ' Sandwich', ' Paratha']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Table Reservation Not Required', 'Pre-Ordering Required', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9054,A2B - Adyar Ananda Bhavan,L004,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Naan', ' Panneer Butter Masala', ' Coffee', ' Rasmalai']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,YES
R9055,A2B - Adyar Ananda Bhavan,L067,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Panneer Butter Masala', ' Butter Naan']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9056,A2B - Adyar Ananda Bhavan,L009,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Pav Bhaji', ' Chaat', ' Filtered Coffee']",300,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",YES,YES
R9057,A2B - Adyar Ananda Bhavan,L010,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",['Coffee'],300,"['Breakfast', 'Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",YES,YES
R9058,A2B - Adyar Ananda Bhavan,L047,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Filtered Coffee', ' Thali', ' Paratha', ' Pongal', ' Chaat', ' Rasmalai', ' Idli']",300,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,NO
R9059,A2B - Adyar Ananda Bhavan,L012,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Rasmalai', ' Coffee', ' Chaat', ' Masala Dosa']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,YES
R9060,A2B - Adyar Ananda Bhavan,L085,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Pongal', ' Coffee', ' Thali']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes', 'Catering Available', 'Table booking recommended']",YES,NO
R9061,A2B - Adyar Ananda Bhavan,L070,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Mithai']","['Coffee', ' Bhel Puri', ' Paratha', ' Chips', ' Ghee Dosa']",600,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pre-Ordering Required']",YES,YES
R9062,A2B - Adyar Ananda Bhavan,L060,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",['Chaat'],300,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required', 'Desserts and Bakes']",YES,NO
R9063,A2B - Adyar Ananda Bhavan,L018,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Chaat', ' Cheese Pav Bhaji']",300,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Pre-Ordering Required', 'Desserts and Bakes']",YES,NO
R9064,A2B - Adyar Ananda Bhavan,L001,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes']",YES,YES
R9065,A2B - Adyar Ananda Bhavan,L052,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9066,A2B - Adyar Ananda Bhavan,L013,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Coffee', ' Paratha']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9067,A2B - Adyar Ananda Bhavan,L091,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Bhel Puri', ' Panipuri']",300,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required', 'Catering Available']",YES,NO
R9068,A2B - Adyar Ananda Bhavan,L025,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Chaat', ' Mysore Pak']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pre-Ordering Required']",YES,NO
R9069,A2B - Adyar Ananda Bhavan,L041,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Desserts and Bakes', 'Pre-Ordering Required']",YES,NO
R9070,A2B - Adyar Ananda Bhavan,L022,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']","['Vada', ' Pongal']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,NO
R9071,A2B - Adyar Ananda Bhavan,L196,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,NO
R9072,A2B - Adyar Ananda Bhavan,L004,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9073,A2B - Adyar Ananda Bhavan,L077,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Catering Available']",YES,NO
R9074,A2B - Adyar Ananda Bhavan,L105,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Catering Available']",YES,NO
R9075,A2B - Adyar Ananda Bhavan,L008,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",['Coffee'],300,"['Breakfast', 'Vegetarian Only', 'Catering Available', 'Indoor Seating', 'Desserts and Bakes', 'Table Reservation Not Required']",YES,NO
R9076,A2B - Adyar Ananda Bhavan,L022,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",YES,NO
R9077,A2B - Adyar Ananda Bhavan,L107,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",YES,NO
R9078,A2B - Adyar Ananda Bhavan,L026,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R9079,A2B - Adyar Ananda Bhavan,L060,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9080,A2B - Adyar Ananda Bhavan,L101,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",YES,NO
R9081,A2B - Adyar Ananda Bhavan,L085,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Desserts and Bakes']",YES,YES
R9082,A2B - Adyar Ananda Bhavan,L068,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Delivery Only', 'Desserts and Bakes']",NO,NO
R9083,A2B - Adyar Ananda Bhavan,L070,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9084,A2B - Adyar Ananda Bhavan,L031,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Desserts and Bakes']",YES,NO
R9085,A2B - Adyar Ananda Bhavan,L053,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",YES,YES
R9086,A2B - Adyar Ananda Bhavan,L061,"['Mithai', ' Street Food', ' Fast Food', ' Ice Cream']",Invalid,300,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",YES,YES
R9087,Brownie Heaven,L034,"['Desserts', ' Bakery']","['Nutella Brownie', ' Ice Cream Sandwich', ' Tiramisu', ' Brownie Shake', ' Brownie Chocolate', ' Vanilla Ice Cream']",350,"['Home Delivery', 'Desserts and Bakes']",NO,YES
R9088,Brownie Heaven,L008,"['Desserts', ' Bakery']","['Chips', ' Red Velvet', ' Nutella Brownie']",300,"['Home Delivery', 'Desserts and Bakes']",NO,YES
R9089,Brownie Heaven,L024,"['Bakery', ' Desserts', ' Beverages']","['Chocolate Interplay', ' Nutella Brownie', ' Vanilla Ice Cream', ' Brownie Chocolate', ' Salted Caramel']",350,"['Home Delivery', 'Desserts and Bakes']",NO,YES
R9090,Brownie Heaven,L032,"['Bakery', ' Desserts', ' Beverages']",['Brownie Chocolate'],350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9091,Brownie Heaven,L159,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']",YES,YES
R9092,Brownie Heaven,L013,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9093,Brownie Heaven,L042,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Takeaway Only', 'Desserts and Bakes']",YES,NO
R9094,Brownie Heaven,L042,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",YES,NO
R9095,Brownie Heaven,L037,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Indoor Seating', 'Desserts and Bakes']",YES,NO
R9096,Brownie Heaven,L268,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9097,Brownie Heaven,L106,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Mall Parking', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9098,Brownie Heaven,L012,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9099,Brownie Heaven,L268,"['Desserts', ' Bakery']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R9100,Brownie Heaven,L017,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9101,Brownie Heaven,L054,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9102,Brownie Heaven,L027,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9103,Brownie Heaven,L008,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9104,Brownie Heaven,L008,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9105,Brownie Heaven,L019,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",YES,NO
R9106,Brownie Heaven,L088,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R9107,Brownie Heaven,L025,"['Bakery', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",YES,NO
R9108,Andhra Ruchulu,L088,"['Biryani', ' Andhra', ' Chinese', ' North Indian', ' South Indian']",['Andhra Chicken Curry'],350,['Home Delivery'],NO,YES
R9109,Andhra Ruchulu,L005,"['Biryani', ' Andhra', ' Chinese', ' North Indian']",Invalid,500,['Home Delivery'],NO,YES
R9110,Andhra Ruchulu,L053,"['Biryani', ' Andhra', ' North Indian', ' Chinese', ' South Indian']",Invalid,300,['Home Delivery'],NO,YES
R9111,Andhra Ruchulu,L268,"['Biryani', ' Andhra', ' North Indian', ' Chinese', ' South Indian']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,NO
R9112,Al Sham,L077,"['Chinese', ' North Indian', ' Kerala']",['Chicken Biryani'],750,"['Home Delivery', 'Indoor Seating']",YES,YES
R9113,Al Sham,L031,"['Chinese', ' North Indian', ' Kerala']",['Biryani'],750,"['Home Delivery', 'Indoor Seating']",YES,YES
R9114,Al Sham,L053,"['Arabian', ' Chinese', ' North Indian']",Invalid,400,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",YES,YES
R9115,Hotel Junior Kuppanna,L007,"['South Indian', ' Chinese', ' Kerala', ' Tamil']","['Paratha', ' Pallipalayam Chicken', ' Mutton Biryani', ' Chicken 65', ' Chicken Lollipop', ' Mutton Kola Urundai', ' Fish']",700,"['Home Delivery', 'Indoor Seating', 'Catering Available']",YES,YES
R9116,Hotel Junior Kuppanna,L037,"['South Indian', ' Chinese', ' Kerala', ' Tamil']","['Mutton Biryani', ' Paratha', ' Pallipalayam Chicken', ' Mutton Chukka', ' Masala Prawn', ' Fish', ' Egg Dosa']",700,"['Home Delivery', 'Indoor Seating', 'Catering Available']",YES,YES
R9117,Hotel Junior Kuppanna,L268,"['South Indian', ' Chinese', ' Kerala', ' Tamil']","['Mutton Biryani', ' Pallipalayam Chicken', ' Paratha', ' Brain Fry', ' Mutton Kola Urundai', ' Mutton Pepper Fry', ' Masala Prawn']",700,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Table reservation required']",YES,YES
R9118,Hotel Junior Kuppanna,L017,"['South Indian', ' Chinese', ' Kerala', ' Tamil']","['Mutton Biryani', ' Buttermilk', ' Fish']",700,"['Home Delivery', 'Indoor Seating']",YES,YES
R9119,Hotel Junior Kuppanna,L048,"['South Indian', ' Chinese', ' Kerala', ' Tamil']","['Paratha', ' Mutton Biryani']",700,"['Breakfast', 'Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",YES,YES
R9120,Hotel Junior Kuppanna,L022,"['South Indian', ' Chinese', ' Kerala', ' Tamil']",['Biryani'],700,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",YES,YES
R9121,Maggevala - Curly Cravings,L003,"['Fast Food', ' Street Food', ' Beverages']","['Pasta', ' Maggi Pizza', ' Kit Kat Shake', ' Peri Fries', ' Cheese Balls', ' Hot Chocolate', ' Tikki']",400,"['Home Delivery', 'Indoor Seating']",YES,YES
R9122,Maggevala - Curly Cravings,L069,"['Fast Food', ' Street Food', ' Beverages']","['Pasta', ' Peri Peri Fries', ' Tandoori Maggi', ' Pizza', ' Mojito', ' Kit Kat Shake', ' Tea']",400,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R9123,Maggevala - Curly Cravings,L038,"['Fast Food', ' Street Food', ' Beverages']","['Pasta', ' Cheese Maggi', ' Peri Peri Maggi', ' Hot Chocolate', ' Chilli Garlic Maggi', ' Mango Shake', ' French Fries']",400,"['Home Delivery', 'Indoor Seating']",YES,YES
R9124,Little Italy,L042,"['Italian', ' Mexican', ' Salad']","['Pasta', ' Pizza', ' Nachos', ' Chocolate Bomb', ' Mushroom Soup', ' Broccoli Soup', ' Salad']",1500,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Table booking recommended', 'Catering Available', 'Buffet', 'Indoor Seating', 'Serves Jain Food', 'Brunch']",YES,YES
R9125,Little Italy,L069,"['Italian', ' Mexican', ' Salad']","['Pasta', ' Pizza', ' Salad', ' Garlic Bread', ' Brownie Chocolate', ' Lasagne', ' Ravioli']",1500,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table booking recommended']",YES,YES
R9126,Little Italy,L025,"['Italian', ' Mexican', ' Salad']",Invalid,1500,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating', 'Serves Jain Food']",YES,NO
R9127,Hotel Saravana Bhavan,L042,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Vada', ' Pongal', ' Idiyappam', ' Naan', ' Filtered Coffee', ' Kothu Parotta', ' Appam']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet']",YES,YES
R9128,Hotel Saravana Bhavan,L018,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Pav Bhaji', ' Idli', ' Idiyappam', ' Ghee Roast Dosa', ' Paratha', ' Masala Milk']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required', 'Table reservation required']",YES,YES
R9129,Hotel Saravana Bhavan,L009,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Idiyappam', ' Masala Dosa', ' Idli', ' Appam', ' Thali', ' Pongal']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R9130,Hotel Saravana Bhavan,L010,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Masala Dosa', ' Masala Papad', ' Filtered Coffee']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required', 'Table booking recommended']",YES,YES
R9131,Hotel Saravana Bhavan,L008,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Pongal', ' Thali', ' Buttermilk', ' Paneer Dosa', ' Idli', ' Panneer Butter Masala']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating', 'Buffet']",YES,YES
R9132,Hotel Saravana Bhavan,L008,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Idli', ' Thali', ' Paratha', ' Filtered Coffee', ' Pongal', ' Uttapam', ' Buttermilk']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Catering Available']",YES,YES
R9133,Hotel Saravana Bhavan,L002,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Masala Dosa', ' Filtered Coffee', ' Tea', ' Paratha', ' Curd Rice']",550,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R9134,Hotel Saravana Bhavan,L018,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Idli', ' Masala Dosa', ' Curd Rice', ' Paneer Dosa', ' Bhel Puri', ' Naan']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",YES,NO
R9135,Hotel Saravana Bhavan,L032,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Idli', ' Pongal', ' Potato Masala']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",YES,YES
R9136,Hotel Saravana Bhavan,L013,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Vada Sambar', ' Filtered Coffee']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",YES,YES
R9137,Hotel Saravana Bhavan,L058,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Coffee', ' Tea', ' Curd Rice', ' Potato Masala', ' Mini Idlis', ' Idli', ' Masala Poori']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required', 'Buffet']",YES,YES
R9138,Hotel Saravana Bhavan,L013,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Pongal', ' Filtered Coffee', ' Masala Dosa', ' Fried Rice', ' Mixed Vegetables']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",YES,YES
R9139,Hotel Saravana Bhavan,L054,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Idli', ' Pongal', ' Filtered Coffee']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R9140,Hotel Saravana Bhavan,L012,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']",['Mini Idlis'],550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']",YES,YES
R9141,Hotel Saravana Bhavan,L128,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Vada', ' Panneer Butter Masala', ' Naan']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",YES,YES
R9142,Hotel Saravana Bhavan,L008,"['North Indian', ' South Indian', ' Desserts', ' Beverages', ' Mithai']","['Filtered Coffee', ' Thali', ' Paratha', ' Ghee Roast Dosa', ' Pongal']",550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table reservation required', 'Pre-Ordering Required']",YES,YES
