Restaurant_id,Dining_Rating,Dining_Rating_Count,Delivery_Rating,Delivery_Rating_Count,Location_id
R8809,4.1,867,4,11,L006
R8810,3.8,799,4.3,3888,L098
R8811,4.1,306,4.2,6358,L096
R8812,3.8,473,4,4539,L111
R8813,3.8,468,4,4554,L084
R8814,4,340,3.9,62,L026
R8815,3.7,18,,,L096
R8816,2.6,5,,,L110
R8817,3.5,22,3.9,246,L063
R8818,4.2,825,4.2,7485,L045
R8819,4,1223,4,13500,L037
R8820,3.9,754,3.7,6865,L019
R8821,3.9,654,3.8,4690,L268
R8822,2.7,68,3.9,569,L063
R8823,4.2,1565,4.2,45500,L019
R8824,4.2,884,4.1,27,L005
R8825,4.2,487,4.3,24100,L004
R8826,4.3,1260,4.1,14200,L024
R8827,4.1,1159,4.1,28800,L268
R8828,4.3,519,4.2,13100,L032
R8829,4,450,4.3,13600,L018
R8830,4.2,432,4,17100,L006
R8831,4.1,514,4.1,10400,L013
R8832,4.1,426,4.1,16700,L085
R8833,3.9,325,4,7998,L030
R8834,3.9,341,4.1,10800,L032
R8835,3.8,308,4.5,7986,L020
R8836,3.9,358,4.2,8962,L077
R8837,2.8,335,4,6365,L017
R8838,3.6,191,4.3,4847,L045
R8839,3.9,252,4.2,13200,L077
R8840,3,218,3.8,5403,L119
R8841,3.5,170,,,L220
R8842,4.1,206,4.1,1529,L105
R8843,3.9,175,4.1,2052,L076
R8844,3.2,162,4.3,4195,L069
R8845,3.7,129,,,L020
R8846,3.2,139,4.2,2166,L073
R8847,3.7,147,3.9,3813,L077
R8848,3.3,71,,,L070
R8849,3.4,29,3.9,633,L097
R8850,3.3,26,,,L017
R8851,3.6,443,3.5,3991,L029
R8852,4,420,4.1,4675,L011
R8853,3.9,403,4.1,4596,L024
R8854,4.1,616,4.1,5214,L007
R8855,4,415,4,3740,L013
R8856,3.9,399,3.9,4315,L040
R8857,4,317,4,4855,L096
R8858,3.7,326,3.9,1300,L111
R8859,3.7,258,3.8,1461,L098
R8860,3.9,248,,,L263
R8861,3.5,135,4.1,2465,L108
R8862,4,220,3.9,3648,L050
R8863,3.8,116,4,2300,L008
R8864,3.8,139,4.1,538,L076
R8865,3.8,164,4,1830,L009
R8866,3.9,142,4.1,1569,L042
R8867,3.5,58,4.1,1571,L059
R8868,3.4,36,3.7,1278,L019
R8869,3.4,20,,,L076
R8870,3.1,9,,,L076
R8871,,Not enough Dining Reviews,,,L053
R8872,4,1428,3.9,15300,L268
R8873,4.2,901,4.1,7158,L008
R8874,4,517,3.9,5725,L027
R8875,4.1,1152,3.9,9407,L005
R8876,4.1,589,3.9,5244,L070
R8877,4.2,1018,3.9,11700,L042
R8878,4.1,959,4,6388,L119
R8879,4.1,1559,3.8,12600,L019
R8880,4.2,832,4.1,5199,L025
R8881,4.2,1097,4,4413,L017
R8882,4.2,987,4.1,8585,L013
R8883,4.1,907,4.4,5619,L038
R8884,4,425,3.9,2669,L105
R8885,4.1,812,4,6522,L050
R8886,3.9,674,4.1,4107,L007
R8887,4.1,540,3.8,3445,L196
R8888,4.1,633,4,6902,L022
R8889,4,560,3.9,5487,L053
R8890,3.9,309,4.1,4120,L004
R8891,4.1,445,4.2,2752,L076
R8892,3.8,413,4.1,2974,L030
R8893,4,409,3.9,3583,L006
R8894,4,303,4,2517,L044
R8895,3.9,150,3.7,242,L068
R8896,3.7,134,4,948,L037
R8897,4.2,642,4,320,L005
R8898,4.1,439,,,L028
R8899,4.1,356,3.8,5287,L053
R8900,3.6,327,3.7,351,L036
R8901,4,328,4,2317,L050
R8902,4,319,3.6,171,L017
R8903,3.8,235,,,L029
R8904,3.9,168,4,1074,L049
R8905,3.9,153,3.6,202,L071
R8906,3.4,26,3.8,172,L066
R8907,3,18,3.8,130,L050
R8908,,,3.9,22,L268
R8909,,,,,L050
R8910,3.2,5,,,L008
R8911,4.2,1263,4.2,11300,L007
R8912,4.1,2275,4.3,16600,L268
R8913,4.2,1065,4.4,8488,L025
R8914,4.2,2252,4.3,16500,L024
R8915,3.7,141,3.9,102,L063
R8916,4,98,4.4,1729,L016
R8917,,,4.5,957,L011
R8918,3.8,61,4.2,1364,L071
R8919,3.9,392,4,1174,L042
R8920,4,495,3.8,2419,L024
R8921,3.2,126,,,L049
R8922,3.6,67,,,L076
R8923,4.2,633,3.4,4202,L019
R8924,3.8,639,3.4,3927,L040
R8925,4,1387,3.7,7855,L088
R8926,,,,,L006
R8927,4.3,776,4.2,20900,L007
R8928,4.2,375,3.8,95,L008
R8929,4,377,4.1,13500,L022
R8930,4.1,187,4.1,651,L031
R8931,3.8,153,4,808,L044
R8932,3.8,108,3.9,4896,L091
R8933,3.8,549,,,L070
R8934,2.6,888,4,4163,L268
R8935,4.1,641,4,323,L007
R8936,3.9,464,4,1061,L008
R8937,3.4,336,4.2,1268,L013
R8938,2.4,372,4.2,2565,L022
R8939,3.7,294,4,775,L024
R8940,2.9,231,4,474,L096
R8941,2.4,174,3.9,731,L012
R8942,2.6,188,3.7,1360,L019
R8943,2.3,93,3.4,312,L177
R8944,2.6,71,3.9,562,L077
R8945,3,81,3.9,502,L076
R8946,2.8,50,,,L011
R8947,2.6,47,3.7,704,L005
R8948,3.2,18,3.9,105,L028
R8949,,Not enough Dining Reviews,3.8,117,L072
R8950,,Not enough Dining Reviews,3.3,205,L005
R8951,2,4,3.8,40,L073
R8952,3.8,490,4.3,5202,L013
R8953,3.9,603,3.8,4579,L041
R8954,4,604,4.4,5283,L004
R8955,3.8,895,4.3,11,L019
R8956,3.3,537,4.2,6450,L268
R8957,3.7,544,4.2,6082,L007
R8958,3.2,754,4.1,8647,L096
R8959,3.7,353,4.4,5972,L034
R8960,4.1,488,4.3,4696,L044
R8961,3.5,497,4.2,6820,L012
R8962,4,542,4.5,5788,L027
R8963,3.9,586,3.9,6922,L068
R8964,3.9,533,4.3,4514,L050
R8965,3.8,365,4.1,4303,L052
R8966,3.7,404,4.5,4536,L024
R8967,4,400,4.1,4384,L001
R8968,3.4,295,4.4,4141,L018
R8969,3.5,352,4,3989,L053
R8970,3.8,351,4.3,4955,L032
R8971,3.9,491,4.3,6572,L077
R8972,2.6,468,3.9,5684,L006
R8973,3.9,348,4.2,6163,L076
R8974,3.9,356,4,4415,L029
R8975,3.9,321,4.3,4221,L008
R8976,3.9,382,4.5,4865,L037
R8977,3.1,363,4.3,4429,L022
R8978,3.7,310,4.3,4847,L091
R8979,3.6,323,4.3,3678,L054
R8980,3.5,308,4.4,5714,L016
R8981,2.7,384,3.8,3990,L264
R8982,3.7,292,4.3,4176,L025
R8983,3.8,272,4.4,3614,L003
R8984,3.9,286,4.1,4674,L049
R8985,2.8,259,4,4291,L005
R8986,2.9,262,3.9,3059,L078
R8987,3.6,251,4.5,3683,L070
R8988,3.7,290,4,3138,L084
R8989,3.4,251,4.4,3343,L005
R8990,4,248,4.3,766,L067
R8991,2.8,174,,,L015
R8992,3.3,223,4.3,3154,L069
R8993,3.7,218,4.1,3746,L055
R8994,3.8,202,4.2,3477,L007
R8995,3.7,225,4.5,2057,L076
R8996,2.6,194,3.8,2518,L117
R8997,3.4,192,3.9,2904,L196
R8998,3.7,177,4.1,2540,L096
R8999,3.2,173,3.7,2880,L005
R9000,3.4,144,4.6,2025,L010
R9001,3.7,148,4,1792,L096
R9002,3.8,141,4.4,2282,L089
R9003,3.8,136,,,L010
R9004,3.3,91,,,L115
R9005,3,89,,,L111
R9006,3.8,108,,,L060
R9007,2.8,64,3.9,943,L028
R9008,3.6,55,4.3,2642,L022
R9009,2.9,73,3.4,174,L087
R9010,2.9,35,4.4,678,L051
R9011,3.3,64,4.3,781,L010
R9012,3.6,43,4.2,904,L113
R9013,2.9,25,4.1,1764,L036
R9014,3.5,17,4.3,843,L060
R9015,3.2,19,3.9,690,L025
R9016,3.1,9,3.5,112,L265
R9017,4.4,1267,4.2,18700,L007
R9018,4.3,378,,,L025
R9019,4.1,211,,,L128
R9020,4.1,198,4.3,4796,L024
R9021,4.4,1302,3.9,9798,L268
R9022,4.3,504,3.3,7082,L019
R9023,3.8,93,3.9,610,L063
R9024,3.4,45,3.8,412,L115
R9025,3.1,25,4.1,549,L050
R9026,,Not enough Dining Reviews,,,L017
R9027,4.3,5073,3.9,26800,L010
R9028,4.3,1739,3.7,8659,L039
R9029,4.3,814,3.6,4673,L268
R9030,4.2,298,3.9,296,L027
R9031,4.2,5317,3.9,18200,L037
R9032,4.2,2113,3.8,7940,L010
R9033,4.1,293,3.7,2009,L076
R9034,2.9,62,3.8,2165,L036
R9035,3.6,81,3.6,2178,L022
R9036,3.1,47,3.6,483,L008
R9037,2,4,,,L010
R9038,4.5,1942,3.8,4379,L005
R9039,4.4,4805,4.1,17300,L017
R9040,4.3,3056,4.1,11100,L073
R9041,4.3,4478,4,19800,L013
R9042,4.3,413,3.9,371,L085
R9043,2.1,472,3.7,3502,L027
R9044,3.3,248,3.6,939,L024
R9045,4,575,3.9,2198,L024
R9046,3.4,167,4,209,L010
R9047,3.8,302,4.1,1198,L050
R9048,2.8,219,3.9,3164,L033
R9049,3.6,212,4.3,935,L042
R9050,3.1,222,4.1,3503,L031
R9051,2.6,121,3.7,134,L089
R9052,3,153,4.5,88,L008
R9053,3.5,136,4.2,914,L007
R9054,3.8,178,4.4,86,L004
R9055,3.1,186,3.4,59,L067
R9056,3.7,138,3.8,57,L009
R9057,3,119,3.9,52,L010
R9058,2.8,107,,,L047
R9059,3.5,121,3.9,55,L012
R9060,3.4,113,,,L085
R9061,3.2,126,3.8,48,L070
R9062,3.7,138,,,L060
R9063,3,84,,,L018
R9064,3.7,102,3.9,57,L001
R9065,3.2,91,,,L052
R9066,3.6,85,,,L013
R9067,2.9,63,,,L091
R9068,3.1,75,,,L025
R9069,3.3,73,,,L041
R9070,3.4,79,,,L022
R9071,3.6,60,,,L196
R9072,3.6,76,,,L004
R9073,3,71,,,L077
R9074,3.5,47,,,L105
R9075,3.3,44,,,L008
R9076,3.5,49,,,L022
R9077,3.3,24,,,L107
R9078,2.8,38,,,L026
R9079,3,35,,,L060
R9080,3.6,31,,,L101
R9081,3.6,10,3.9,23,L085
R9082,,,,,L068
R9083,3.2,9,,,L070
R9084,2.9,8,,,L031
R9085,3.2,3,1.8,0,L053
R9086,3.2,0,1.8,0,L061
R9087,,,4.5,391,L034
R9088,,,4.4,177,L008
R9089,,,4.4,319,L024
R9090,3.9,46,4.5,152,L032
R9091,3.5,45,4.3,193,L159
R9092,3.5,37,3.9,25,L013
R9093,3.5,28,,,L042
R9094,3.9,35,,,L042
R9095,3.6,18,,,L037
R9096,3.5,19,3.9,81,L268
R9097,3.1,15,4,114,L106
R9098,3.1,5,,,L012
R9099,3.6,7,3.9,56,L268
R9100,3.3,8,,,L017
R9101,2,4,,,L054
R9102,,Not enough Dining Reviews,,,L027
R9103,,Not enough Dining Reviews,,,L008
R9104,,Not enough Dining Reviews,,,L008
R9105,,Not enough Dining Reviews,,,L019
R9106,,Not enough Dining Reviews,,,L088
R9107,,Not enough Dining Reviews,,,L025
R9108,,,3.4,6419,L088
R9109,,,3.3,907,L005
R9110,,,3.6,169,L053
R9111,,Not enough Dining Reviews,,,L268
R9112,3.8,421,4,4552,L077
R9113,3.8,104,3.2,118,L031
R9114,2.8,14,3.4,37,L053
R9115,4,527,3.8,3982,L007
R9116,3.9,615,3.9,8774,L037
R9117,3.8,439,3.7,4288,L268
R9118,3,135,3.8,2309,L017
R9119,3.8,141,3.9,112,L048
R9120,2.7,90,4,2056,L022
R9121,3.9,748,3.5,1326,L003
R9122,3.9,202,3.6,1111,L069
R9123,3.3,132,3.7,568,L038
R9124,4.5,487,4.1,843,L042
R9125,4.1,188,4.2,256,L069
R9126,3.7,12,,,L025
R9127,2.6,658,3.9,7538,L042
R9128,3.3,626,3.8,5891,L018
R9129,4,566,3.8,7891,L009
R9130,3,414,3.8,8092,L010
R9131,3.9,339,3.7,3714,L008
R9132,3.4,370,3.8,2553,L008
R9133,2,290,3.8,5054,L002
R9134,2.7,205,,,L018
R9135,3.5,228,3.8,4759,L032
R9136,2.9,189,3.9,5483,L013
R9137,2.4,195,3.9,611,L058
R9138,2.7,172,3.6,372,L013
R9139,3.6,220,3.9,3795,L054
R9140,2.5,164,3.7,3464,L012
R9141,2.7,159,4,1157,L128
R9142,2.9,128,3.5,143,L008
R9143,3,149,3.5,2969,L079
R9144,2.6,161,3.5,2547,L050
R9145,2.5,135,3.6,2583,L003
R9146,2.9,143,3.7,2639,L035
R9147,3.5,76,3.6,1970,L105
R9148,3,77,3.8,2913,L004
R9149,2,50,3.9,764,L024
R9150,3.4,34,3.7,1628,L001
R9151,2.4,29,3.1,44,L073
R9152,2.3,13,3.8,485,L108
R9153,4,1165,4,16,L042
R9154,3.9,464,3.8,9878,L007
R9155,4.1,520,3.6,5808,L002
R9156,3.9,622,4,9361,L115
R9157,4,634,3.8,9365,L084
R9158,3.7,122,3.7,5015,L106
R9159,3.3,58,3.6,2118,L096
R9160,3.2,30,3.6,821,L031
R9161,4.4,394,4.6,1559,L038
R9162,4.1,309,4.4,1454,L007
R9163,4.2,264,4.2,1989,L058
R9164,3.6,125,3.9,63,L011
R9165,3.8,83,4.4,768,L094
R9166,3.7,109,4.2,752,L003
R9167,3.6,72,3.9,68,L032
R9168,3.8,68,4.3,1145,L008
R9169,4,78,,,L107
R9170,3.3,44,4,167,L005
R9171,3.4,8,,,L015
R9172,3.6,5,4.5,169,L011
R9173,,Not enough Dining Reviews,3.9,64,L073
R9174,4.1,453,3.7,18100,L268
R9175,4,381,4.3,10700,L008
R9176,4.1,291,4.1,5197,L025
R9177,3.9,218,4.3,3186,L011
R9178,4.1,310,4.3,5434,L027
R9179,3.9,201,3.8,5998,L029
R9180,3.3,280,4.1,4920,L031
R9181,3.5,183,3.7,4326,L003
R9182,3.8,249,3.8,5903,L082
R9183,2.8,159,3.7,4334,L024
R9184,3.9,189,3.7,3213,L013
R9185,3.7,149,4.1,3232,L072
R9186,3.6,171,3.9,6079,L033
R9187,4,192,3.9,1096,L036
R9188,3.8,142,3.9,4865,L037
R9189,3.6,201,3.3,4030,L010
R9190,4,167,3.8,2411,L054
R9191,3.8,150,3.7,1067,L018
R9192,3.9,129,3.9,1821,L022
R9193,3.5,119,3.2,1911,L005
R9194,3.5,136,3.7,1611,L058
R9195,3.4,113,,,L115
R9196,2.7,98,3.9,1389,L097
R9197,3.8,110,3.7,1124,L053
R9198,3.2,73,4.1,3264,L007
R9199,3.3,75,4.1,829,L076
R9200,3,73,4,1593,L037
R9201,2.8,69,3.7,560,L117
R9202,2.9,73,3.6,27,L037
R9203,3.4,66,4,222,L075
R9204,3.5,40,,,L063
R9205,3.3,30,4,1463,L019
R9206,3,30,3.5,2027,L077
R9207,3.3,17,3.5,1539,L096
R9208,3.2,15,,,L063
R9209,3.7,11,3.8,248,L106
R9210,3.4,11,3.9,437,L008
R9211,3.8,507,3.9,78,L025
R9212,4,437,3.9,98,L007
R9213,3.4,74,3.8,40,L037
R9214,2.9,7,3.9,233,L030
R9215,,,3.9,6042,L013
R9216,,,4,9427,L268
R9217,,,3.8,4900,L105
R9218,,,3.9,4732,L019
R9219,,,4,3575,L022
R9220,,,4.3,3418,L017
R9221,,,4.1,4553,L011
R9222,3.7,99,4,4673,L077
R9223,,,4.2,3735,L014
R9224,,,3.8,3371,L040
R9225,,,3.7,2072,L044
R9226,,,3.9,2902,L010
R9227,3.3,41,4,1961,L051
R9228,,,3.9,1676,L005
R9229,4.5,1893,4,275,L038
R9230,4.5,488,4.1,93,L069
R9231,4.3,311,3.3,32,L029
R9232,4.1,145,,,L007
R9233,4.5,2244,,,L019
R9234,4.5,5821,,,L008
R9235,4.4,1620,,,L173
R9236,4.4,743,,,L027
R9237,4.4,2405,,,L094
R9238,4.4,704,,,L025
R9239,4,175,,,L111
R9240,4.3,802,3.5,1531,L015
R9241,4.2,587,3.7,1654,L021
R9242,3.9,235,3.8,242,L106
R9243,3.8,77,4,168,L026
R9244,4.1,218,4,307,L013
R9245,4.1,132,4.3,261,L077
R9246,4.1,174,3.8,810,L036
R9247,4,73,3.8,53,L268
R9248,3.7,43,4,170,L031
R9249,3.8,33,4.3,243,L010
R9250,3.8,452,3.9,3798,L024
R9251,3.4,326,3.7,2696,L013
R9252,3.9,279,4.1,2660,L104
R9253,3,405,3.8,2460,L042
R9254,3.4,305,3.6,1934,L097
R9255,3.3,272,3.5,149,L015
R9256,3,358,3.4,2691,L027
R9257,3.7,291,3.9,611,L115
R9258,3.2,243,3.7,414,L111
R9259,3.6,290,3,3136,L088
R9260,4,232,3.9,2912,L080
R9261,3.8,212,3.7,1700,L082
R9262,3.8,123,3.7,3903,L268
R9263,3.5,159,3.4,1541,L017
R9264,3.1,117,3.8,1665,L020
R9265,2.8,71,3.9,1035,L022
R9266,3.1,35,3.7,1632,L017
R9267,3.2,45,3.8,812,L011
R9268,3.2,50,3.4,2096,L055
R9269,3,20,4,306,L106
R9270,3,11,3.8,202,L130
R9271,3.2,9,,,L107
R9272,2.7,10,3.4,361,L055
R9273,2.8,10,3.7,432,L084
R9274,4.5,1083,4.3,3596,L070
R9275,4.1,363,4.2,3370,L018
R9276,3.6,109,4.2,395,L024
R9277,3.6,745,3.3,911,L019
R9278,2.5,319,3.4,208,L002
R9279,3.3,197,3.6,383,L042
R9280,4.5,2341,4.2,2577,L069
R9281,4.4,728,4.3,2284,L048
R9282,4.4,0,4.2,4,L037
R9283,4.4,0,4.2,3,L017
R9284,4.4,623,4.2,1028,L007
R9285,4.4,1437,4.2,1086,L025
R9286,4.2,570,4.3,671,L084
R9287,4,515,3.6,3508,L069
R9288,,,,,L037
R9289,,,,,L005
R9290,,Not enough Dining Reviews,,,L013
R9291,,,,,L268
R9292,3.7,200,3.7,128,L015
R9293,3.7,128,3.3,800,L008
R9294,3.1,71,4.1,517,L048
R9295,2.5,71,3.6,618,L053
R9296,3.6,51,3.6,1687,L029
R9297,3.6,14,4.2,127,L007
R9298,2.9,26,3.8,921,L010
R9299,2.8,24,3.3,476,L106
R9300,2.8,22,3.3,211,L012
R9301,3.4,17,4.1,721,L094
R9302,3.2,24,4,1259,L063
R9303,3.3,14,4,167,L052
R9304,3.3,16,3.9,454,L268
R9305,2.9,5,,,L038
R9306,2.6,6,3.9,272,L018
R9307,,Not enough Dining Reviews,,,L130
R9308,4,268,3.7,2157,L019
R9309,3.8,66,3.9,881,L038
R9310,3.5,42,3.8,191,L105
R9311,,,3.8,338,L009
R9312,,,3.8,609,L268
R9313,,,4.4,310,L022
R9314,3.2,9,,,L037
R9315,,Not enough Dining Reviews,3.9,116,L005
R9316,,Not enough Dining Reviews,,,L089
R9317,4.1,100,3.9,48,L052
R9318,3.7,44,3.8,276,L010
R9319,,,3.9,373,L009
R9320,3.4,12,3.9,302,L003
R9321,3.6,226,4.1,2700,L007
R9322,3.4,53,3.9,3189,L012
R9323,3,34,3.4,569,L196
R9324,2.7,11,3.9,370,L025
R9325,3.5,10,4.2,538,L070
R9326,4.1,446,,,L007
R9327,4.1,277,,,L025
R9328,4,283,,,L115
R9329,3.9,200,,,L021
R9330,3.9,77,,,L008
R9331,3.7,58,,,L106
R9332,3.5,39,,,L019
R9333,3.9,83,4.3,1735,L034
R9334,3.2,91,4.2,622,L025
R9335,3.7,39,3.9,39,L013
R9336,3.9,185,4.2,1933,L017
R9337,3.3,81,4,1223,L117
R9338,2.6,6,,,L113
R9339,4.4,318,4.1,905,L039
R9340,3.7,95,4,2082,L268
R9341,3.6,63,4,1063,L021
R9342,3,34,4.2,428,L021
R9343,3.6,44,4,3083,L024
R9344,3.2,29,3.1,122,L033
R9345,3.5,22,4,578,L011
R9346,3.4,15,4.1,754,L028
R9347,3.7,14,3.4,174,L063
R9348,2.9,18,4.1,181,L034
R9349,3.2,12,3.9,297,L029
R9350,3.6,13,4,897,L060
R9351,2.9,11,3.7,174,L075
R9352,3.4,15,4.3,225,L051
R9353,3.4,11,3.9,126,L027
R9354,3.6,10,4,444,L044
R9355,3.2,6,4.2,327,L071
R9356,,Not enough Dining Reviews,3.9,45,L067
R9357,,Not enough Dining Reviews,3.7,193,L096
R9358,,Not enough Dining Reviews,4,116,L010
R9359,4.5,497,4.1,360,L075
R9360,4.1,121,3.9,44,L106
R9361,3.9,119,4.4,117,L024
R9362,2.5,143,3.5,49,L015
R9363,,,,,L032
R9364,4.5,617,4.3,819,L024
R9365,4,174,4.1,224,L054
R9366,3.9,85,4,147,L019
R9367,4.4,741,4.2,3707,L007
R9368,4.5,683,4.2,4553,L019
R9369,4.2,241,4.4,2043,L024
R9370,4,143,4.2,990,L048
R9371,4,194,,,L115
R9372,3.7,18,4.4,86,L069
R9373,3.7,180,3.9,10200,L022
R9374,3.8,98,,,L022
R9375,3.5,40,,,L044
R9376,3.6,59,,,L044
R9377,3.6,39,4.1,402,L076
R9378,3.6,29,,,L044
R9379,3.2,5,,,L076
R9380,,Not enough Dining Reviews,,,L096
R9381,3.9,431,4.2,3598,L009
R9382,4.1,416,4.1,2963,L060
R9383,3.7,122,4,776,L041
R9384,3.3,7,3.9,23,L085
R9385,4,329,3,1054,L268
R9386,4,495,3.1,861,L025
R9387,3.6,304,3.4,562,L010
R9388,3.6,5,,,L033
R9389,4.2,350,3.9,67,L015
R9390,3,37,3.9,45,L106
R9391,3.4,39,,,L059
R9392,4.1,359,4.2,1494,L038
R9393,3.9,371,4.2,1744,L042
R9394,3.8,226,4.1,1058,L005
R9395,3.9,179,4.2,804,L022
R9396,3.1,858,3.7,9394,L034
R9397,2.6,329,3.4,2922,L053
R9398,2.9,242,3.7,1607,L001
R9399,3.9,134,3.5,163,L066
R9400,3.6,50,3.9,87,L010
R9401,,,,,L059
R9402,,Not enough Dining Reviews,,,L030
R9403,4.1,250,4.1,488,L015
R9404,,,4,959,L084
R9405,2.8,40,4.1,632,L106
R9406,2.7,8,4.1,156,L063
R9407,4,426,4.3,11,L069
R9408,,,4,2305,L079
R9409,,,4,6734,L037
R9410,,,4.2,259,L044
R9411,,,,,L010
R9412,3.1,277,3.4,4653,L027
R9413,3.5,53,3.7,842,L053
R9414,3,55,3.7,604,L027
R9415,,,3.6,1483,L075
R9416,3.8,13,3.9,60,L017
R9417,2,4,,,L033
R9418,,Not enough Dining Reviews,3.9,25,L033
R9419,4.1,438,4.1,298,L084
R9420,3.9,250,4,1034,L014
R9421,3.7,36,,,L107
R9422,,Not enough Dining Reviews,,,L066
R9423,,,3.9,6076,L019
R9424,,,3.7,3497,L010
R9425,,,3.8,2313,L268
R9426,,,3.8,3485,L006
R9427,,,4,2509,L027
R9428,,,4.1,2882,L022
R9429,,,3.7,2683,L005
R9430,,,3.9,1723,L042
R9431,,,4,1938,L009
R9432,,,4,2381,L024
R9433,,,4.2,3388,L053
R9434,,,4.2,2330,L011
R9435,,,4,2733,L052
R9436,,,4.2,2056,L072
R9437,,,3.9,975,L056
R9438,,,4.1,977,L076
R9439,,,3.8,932,L021
R9440,,,3.8,927,L060
R9441,,,3.9,687,L044
R9442,,,4.1,1635,L031
R9443,,,4,720,L077
R9444,,,3.8,535,L078
R9445,,,3.9,589,L037
R9446,,,4.1,641,L004
R9447,,,3.7,546,L079
R9448,,,4.1,517,L070
R9449,,,4,535,L050
R9450,,,3.6,280,L068
R9451,,,4.2,181,L067
R9452,,,3.9,189,L080
R9453,,,3.9,41,L017
R9454,,,4,94,L012
R9455,,,3.9,55,L071
R9456,,,,,L081
R9457,,,3.8,220,L033
R9458,,,3.9,37,L050
R9459,2.5,356,4.1,3226,L010
R9460,3,186,3.8,725,L053
R9461,3.9,133,3.9,1235,L110
R9462,3,115,3.6,458,L076
R9463,2.8,477,3.5,8000,L004
R9464,3.8,417,3.7,4768,L027
R9465,2.9,281,3.9,5855,L121
R9466,2.6,210,3.8,1857,L121
R9467,4,388,4,1483,L037
R9468,3.9,209,3.6,311,L032
R9469,2.7,54,3.6,310,L029
R9470,,Not enough Dining Reviews,3,88,L019
R9471,4,387,,,L024
R9472,3.9,273,3.8,51,L007
R9473,3.4,237,3.9,105,L008
R9474,3.7,167,,,L115
R9475,,,4.2,10600,L019
R9476,,,3.7,8975,L006
R9477,,,4,7221,L027
R9478,,,4.1,6250,L022
R9479,,,4.1,5730,L268
R9480,,,3.8,4321,L005
R9481,,,3.8,5131,L024
R9482,,,4.4,5495,L025
R9483,,,4.3,7513,L009
R9484,,,4,5459,L052
R9485,,,3.9,2913,L056
R9486,,,4,5467,L011
R9487,,,3.9,3348,L042
R9488,,,4.3,8682,L031
R9489,,,3.9,4631,L053
R9490,,,4.2,2888,L072
R9491,,,4.2,2261,L060
R9492,,,4,1995,L021
R9493,,,4,3063,L076
R9494,,,4,2368,L004
R9495,,,4,1960,L050
R9496,,,4.2,1561,L078
R9497,,,3.3,1340,L070
R9498,,,4,1281,L037
R9499,,,4,1481,L077
R9500,,,4.2,1752,L044
R9501,,,4,1077,L079
R9502,,,4.1,1061,L068
R9503,,,4.1,653,L067
R9504,,,4.3,731,L080
R9505,,,3.9,251,L033
R9506,,,3.8,193,L017
R9507,,,3.7,79,L012
R9508,3.5,5,,,L067
R9509,,,3.9,78,L071
R9510,,Not enough Dining Reviews,,,L081
R9511,,Not enough Dining Reviews,3.9,122,L050
R9512,3.4,366,3.5,4695,L013
R9513,2.9,320,3.9,3053,L026
R9514,2.5,331,3.8,2757,L024
R9515,3,325,2.9,1774,L007
R9516,2.2,250,3.5,2419,L011
R9517,2.5,227,3.7,1855,L059
R9518,4.1,228,3.9,823,L035
R9519,3.5,242,3.9,3279,L033
R9520,2.8,180,4,1518,L072
R9521,2.9,193,4.1,1878,L007
R9522,2.9,171,3.3,2878,L022
R9523,2.4,142,4,1283,L268
R9524,2.8,129,3.7,1420,L022
R9525,3.2,157,3.7,1970,L068
R9526,2.6,129,3.5,1591,L119
R9527,2.8,116,4,1624,L078
R9528,2.9,117,3.9,1579,L005
R9529,2.5,121,3.6,1181,L010
R9530,2.2,94,4,792,L072
R9531,4.3,367,4.2,163,L066
R9532,4.1,251,4.2,550,L064
R9533,3.3,80,3.9,353,L003
R9534,,,3.5,40,L038
R9535,3.6,31,3.5,851,L036
R9536,2.8,16,,,L078
R9537,,,,,L033
R9538,3.6,10,,,L055
R9539,2.9,5,3.7,31,L005
R9540,,,,,L037
R9541,,,,,L006
R9542,4.6,397,4.4,3468,L007
R9543,3.9,73,4.5,1273,L061
R9544,3.9,67,4.4,1870,L013
R9545,3.1,16,4.6,391,L011
R9546,3.3,6,4.6,114,L056
R9547,,Not enough Dining Reviews,4.3,102,L268
R9548,3.9,61,4.1,2628,L003
R9549,3.8,22,3.8,778,L022
R9550,3.3,9,3.9,54,L007
R9551,,,3.5,21,L025
R9552,2,374,3.8,615,L025
R9553,2,266,3.7,1053,L038
R9554,2.4,226,3.9,766,L087
R9555,2.8,95,3.4,552,L080
R9556,,Not enough Dining Reviews,3.2,31,L044
R9557,,Not enough Dining Reviews,,,L025
R9558,,Not enough Dining Reviews,,,L061
R9559,,Not enough Dining Reviews,,,L044
R9560,3.2,219,3.6,2200,L088
R9561,,,3.9,521,L033
R9562,2.8,12,,,L099
R9563,2,4,3.4,94,L017
R9564,4.1,179,3.8,751,L024
R9565,4.2,207,3.7,762,L008
R9566,3.9,91,3.8,79,L042
R9567,3.5,12,3.9,147,L027
R9568,3.9,390,3.8,45,L026
R9569,2.3,236,3.9,1443,L036
R9570,2.9,166,4.4,1032,L032
R9571,2.5,117,3.9,934,L024
R9572,2.2,126,3.6,489,L091
R9573,2.6,121,3.9,353,L009
R9574,2.5,111,4,447,L017
R9575,3,34,3.6,299,L033
R9576,2.8,36,3.7,197,L010
R9577,2.6,18,,,L067
R9578,2.5,15,3.7,118,L016
